9,3,2.16,1,1,7.5
4I11/2, 7.5, 10346, 0.0276, 0.0002, 0.3942
4I9/2, 7.5, 12432, 0.0, 0.1587, 0.0072
4F9/2, 7.5, 15277, 0.0, 0.5511, 0.4621
4S3/2, 7.5, 18505, 0.0, 0.0, 0.2225
2H11/2, 7.5, 19203, 0.7158, 0.4138, 0.0927
4F7/2, 7.5, 20498, 0.0, 0.1465, 0.6272
4F5/2/4F3/2, 7.5, 22442, 0.0, 0.0, 0.3476
2H9/2, 7.5, 24689, 0.0, 0.0243, 0.2147
4G11/2, 7.5, 26467, 0.9156, 0.5263, 0.1167
